tweet_id,username,user_id,text,created_at,retweet_count,favorite_count,sentimiento
1884558916392026312,ECOticias.com 'El Periódico Verde',341115145,el 20 de agosto de 2023 de manera paralela a las elecciones que hicieron presidente de ecuador a daniel noboa un 59 de los votantes respondió que si a la pregunta que defendía a yasuní está de acuerdo con que el gobierno ecuatoriano debería  ,Wed Jan 29 11:07:13 +0000 2025,0,0,negativo
1884554413852749894,VIVIANA VIRGINIA IZURIETA LOAIZA,1694904422508191745, así como lo tienes bloqueado al presidente daniel noboa  y nunca volverass jamas volveras ,Wed Jan 29 10:49:20 +0000 2025,0,1,negativo
1884549645868716351,El Pitazo,2828470096,  edmundo gonzález urrutia fue recibido por el presidente de ecuador daniel noboa en el palacio de carondelet donde la diáspora venezolana mostró su apoyo más detalles aquí ,Wed Jan 29 10:30:23 +0000 2025,4,12,positivo
1884547032423252444,La Derecha Diario,1169664359628509184,  el presidente centrista de ecuador daniel noboa lidera la intención de voto y supera por 6 puntos a la candidata comunista del correísmo según una encuesta de comunicaliza ,Wed Jan 29 10:20:00 +0000 2025,20,155,negativo
1884545773976834330,Servicio de Información Pública,856318114077782016,el presidente de ecuador daniel noboa firmó tres acuerdos con edmundo gonzález urrutia se prevé declarar a la banda transnacional tren de aragua con presencia en ecuador como grupo terrorista ,Wed Jan 29 10:15:00 +0000 2025,1,0,negativo
1884544264195002723,teleSUR TV,45013575,la campaña electoral en  avanza en medio de la crisis de seguridad y la pelea política entre el presidente daniel noboa y la vicepresidenta verónica abad ,Wed Jan 29 10:09:00 +0000 2025,2,8,positivo
1884542006136914023,Ecuavisa Noticias,256747696,   daniel noboa y el presidente electo de  edmundo gonzález acordaron tres puntos tras su reunión en el palacio de carondelet centro histórico de  ,Wed Jan 29 10:00:02 +0000 2025,15,59,neutral
1884541632155976019,Darwin Pantoja Dr.⚖,15709862,mega destrucción en el   proyecto minero de  y  parte de sus   del  daniel noboa  azin mediante su     ,Wed Jan 29 09:58:32 +0000 2025,0,0,negativo
1884541016528625880,El Pitazo,2828470096,el presidente de ecuador daniel noboa también se unió a la declaración de  considerando al tren de aragua como un grupo terrorista descubre más sobre esta decisión ,Wed Jan 29 09:56:06 +0000 2025,0,2,negativo
1884535123611177447,Raul Colorado,113219536,gracias ecuador en su presidente daniel noboa por su solidaridad  ,Wed Jan 29 09:32:41 +0000 2025,0,0,positivo
1884529382443635188,Davidkikee,1776061080562802688, daniel noboa presidente votar todo en plancha lista de noboa,Wed Jan 29 09:09:52 +0000 2025,0,1,negativo
1884529026254897272,Davidkikee,1776061080562802688, daniel noboa presidente votar todo en plancha lista de noboa,Wed Jan 29 09:08:27 +0000 2025,0,0,negativo
1884526036580229284,DEMOCRACY & LIBERTY,283048049, pueblo ecuatoriano le recuerdo que en las urnas es todo voten por el presidente daniel noboa para que así continúen las fuerzas armadas en las calles combatiendo al crimen organizado terrorista gracias,Wed Jan 29 08:56:34 +0000 2025,0,1,negativo
1884522932996653111,Davidkikee,1776061080562802688, daniel noboa presidente votar todo en plancha lista de noboa,Wed Jan 29 08:44:14 +0000 2025,0,0,negativo
1884522218077438026,Davidkikee,1776061080562802688,   daniel noboa presidente votar todo en plancha lista de noboa,Wed Jan 29 08:41:24 +0000 2025,0,0,negativo
1884521803458212302,Davidkikee,1776061080562802688, daniel noboa presidente votar en plancha lista de noboa,Wed Jan 29 08:39:45 +0000 2025,0,0,negativo
1884521076346044527,Davidkikee,1776061080562802688, daniel noboa presidente votar todo en plancha lista de noboa,Wed Jan 29 08:36:51 +0000 2025,0,0,negativo
1884520910780051608,Davidkikee,1776061080562802688, daniel noboa presidente,Wed Jan 29 08:36:12 +0000 2025,0,0,positivo
1884514804326433140,xaviertivers098,1587532489010151424, 100 daniel noboa presidente ,Wed Jan 29 08:11:56 +0000 2025,0,0,positivo
1884505729421230581,LEGAL ALIEN,1669754800416731145, por poco dice no seas mentiroso mmv jajajajaja par de pillos daniel noboa presidente 20252030 nunca mas el cartel rc5 y psc junto a construye,Wed Jan 29 07:35:52 +0000 2025,0,0,negativo
1884504322102239300,RT en Español,100731315,guaidó 20  el excandidato presidencial venezolano edmundo gonzález prófugo de la justicia de su país fue recibido con honores por el presidente ecuatoriano daniel noboa  ,Wed Jan 29 07:30:17 +0000 2025,24,46,negativo
1884504301390692357,Efrain Chavarria,1815806673841455104, excelente presidente daniel noboa,Wed Jan 29 07:30:12 +0000 2025,0,0,positivo
1884503350961393704,LEGAL ALIEN,1669754800416731145,  vacaciones tipo fuga este tiene mas cagadas que palo de gallinero falta los 4 vocales mas que estan calladitos solo corrupcion proyecta la luisa gonzalez daniel noboa presidente,Wed Jan 29 07:26:25 +0000 2025,0,0,negativo
1884499944666472902,Ecuador En Directo,1557207091,    luego de la reunión entre el presidente de la república daniel noboa y edmundo gonzález se definieron tres áreas de cooperación con venezuela una de ellas fue vender hasta 250000 barriles de petróleo diarios si se sanciona a nicolás maduro      más información ,Wed Jan 29 07:12:53 +0000 2025,2,7,negativo
1884499576054321591,FAR FUGITIVODJ,1317625111,seguiremos fortaleciendo al país generando un ambiente confiable juntos por un nuevo ecuador daniel noboa azin presidente  una asamblea distinta  una sola vuelta  vota todo 7  adn7  acción democrática nacional    ,Wed Jan 29 07:11:25 +0000 2025,0,1,positivo
1884498861449699831,teleSUR TV,45013575,la campaña electoral en  avanza en medio de la crisis de seguridad y la pelea política entre el presidente daniel noboa y la vicepresidenta verónica abad ,Wed Jan 29 07:08:35 +0000 2025,3,5,positivo
1884495679004803306,Rodica Pavlidis,2351065101, excelente apoyo gracias presidente daniel noboa su apoyo es excelente,Wed Jan 29 06:55:56 +0000 2025,0,0,positivo
1884490435676025276,JOSE LUIS,1438218416003981313,  que ridículo daniel noboa no había escuchado a un ciudadano conciente hablar y actuar de una forma tan infantil reconocer un presidente inexistente ecuador queda en ridículo ante el mundo pero cada país es consecuencia de las preferencias políticas de sus ciudadanos,Wed Jan 29 06:35:06 +0000 2025,0,0,negativo
1884486034966098112,Realidades 593,3095184863,el presidentecandidato  daniel noboa mediante decreto ejecutivo confirió la condecoración de la orden nacional al mérito en el grado de gran collar a edmundo gonzález urrutia presidente electo de venezuela       ,Wed Jan 29 06:17:37 +0000 2025,0,0,positivo
1884478963113681285,RICHARD VILLACIS,104224754,daniel noboa azin  presidente   adn  todo 7  una sola vuelta ,Wed Jan 29 05:49:31 +0000 2025,0,1,positivo
1884477983651430678,Enrique Andrade,1541873103747301378, daniel noboa presidente ignorantes,Wed Jan 29 05:45:37 +0000 2025,0,0,negativo
1884477627483771107,QueTripaInforma,1794255317607321600,  edmundo gonzález se reunió con el presidente de ecuador daniel noboa tras llegar el lunes a quito como parte de su gira latinoamericana ,Wed Jan 29 05:44:12 +0000 2025,0,0,positivo
1884476406949675402,Consorcio Jurídico del Ecuador GYG,3386125330,juntos por un ecuador más fuerte  este es el momento de unirnos para construir el país que todos soñamoscomo candidato a la presidencia comparto la visión y el compromiso de nuestro presidente daniel noboa de trabajar incansablemente por el bienestar de cada uno de ustedes ,Wed Jan 29 05:39:21 +0000 2025,0,2,positivo
1884476384967364891,Enrique Andrade,1541873103747301378,   daniel noboa presidente carajo,Wed Jan 29 05:39:16 +0000 2025,0,0,neutral
1884475359669723348,Enrique Andrade,1541873103747301378,  daniel noboa presidente,Wed Jan 29 05:35:12 +0000 2025,0,0,positivo
1884473511642595733,Enrique Andrade,1541873103747301378, daniel noboa presidente carajo,Wed Jan 29 05:27:51 +0000 2025,0,0,neutral
1884473135681978652,Enrique Andrade,1541873103747301378, vayan borregos ignorantes daniel noboa presidente ignorantes,Wed Jan 29 05:26:22 +0000 2025,0,0,negativo
1884472568905629970,Enrique Andrade,1541873103747301378, y este marica q quiere rovolucionarios porquería daniel noboa presidente carajo,Wed Jan 29 05:24:06 +0000 2025,0,0,negativo
1884472277959385354,Enrique Andrade,1541873103747301378, la conciencia de estos rovolucionarios cobardes daniel noboa presidente carajo,Wed Jan 29 05:22:57 +0000 2025,0,0,positivo
1884472129447477501,MiltonEspinel ↙,714799705,  debe ser museo nacional felicitaciones presidente daniel noboa,Wed Jan 29 05:22:22 +0000 2025,0,1,positivo
1884471946345119979,Noticias EO Venezuela,1578789395909558278,edmundo gonzález se reúne hoy con el presidente daniel noboa en el palacio de carondelet ,Wed Jan 29 05:21:38 +0000 2025,0,0,positivo
1884471761967690178,Enrique Andrade,1541873103747301378, cobardes estos rc5 daniel noboa presidente carajo,Wed Jan 29 05:20:54 +0000 2025,0,0,negativo
1884471660486525228,Jéssica Portuguesa!,1464109577071439889, son buenos para pedir dinero al presente son extorcionadores daniel noboa nó es tontito pone a prueba y come calladito pero cuando ataca dá directo a la yagular apoyo total a nuestro presidente daniel noboa 100 és y será único nuestro presidente una sola vuelta ,Wed Jan 29 05:20:30 +0000 2025,0,0,negativo
1884469103164784699,Ángel Metropolitano,966406366930849792,maría corina machado agradeció al presidente de ecuador daniel noboa por el extraordinario recibimiento al antichavista edmundo gonzález urrutia con lo que el país andino expresó ha demostrado su compromiso con la democracia venezolana  ,Wed Jan 29 05:10:20 +0000 2025,0,0,positivo
1884467656301981736,Miguel Parra 🇪🇨,1855786658559610880,ecuador toma una decisión histórica el presidente daniel noboa declara al tren de aragua como grupo terrorista un golpe directo al crimen organizado     ,Wed Jan 29 05:04:35 +0000 2025,0,1,negativo
1884460617450266848,Magdalena Chavarria,1483623596861779969, daniel noboa presidente 2025,Wed Jan 29 04:36:37 +0000 2025,0,1,positivo
1884458484084695417,¡🇻🇪Venezuela Libre!,817463998811611138,asísi menos comunicados  el presidente daniel noboa anunció que declarará al tren de aragua como grupo terrorista y ofreció vender 250 mil barriles diarios de petróleo a países que compran a la tiranía venezolana para que cese el financiamiento del régimen dictatorial ,Wed Jan 29 04:28:08 +0000 2025,0,3,negativo
1884454273079038188,"Edgar Jerónimo Amado, MSc.",1332333931,respaldo al gobierno legítimo sigue aumentando el presidente de venezuela edmundo gonzález urrrutia recibe la orden nacional al mérito en el grado de gran collar en el palacio de carondelet en quito de la mano del presidente daniel noboa de ecuador  ,Wed Jan 29 04:11:24 +0000 2025,0,0,positivo
1884453640699564352,Caskabel Digital,1344053797304336385,daniel noboa reconoció a edmundo gonzález como presidente de venezuela y firmó acuerdos para combatir el crimen organizado reemplazar petróleo venezolano en mercados internacionales y declarar al tren de aragua como grupo terrorista gonzález agradeció el apoyo y denunció la ,Wed Jan 29 04:08:54 +0000 2025,0,0,negativo
1884452978922295754,El Dato Ec 🇪🇨,1287473710174212096, el presidente de ecuador daniel noboa enfatizó la necesidad de tomar acciones decisivas en lugar de limitarse a condenas verbales durante una reciente declaración afirmó ya se acabaron los tiempos o el momento de solo condenar uno tiene que actuar y tiene que ,Wed Jan 29 04:06:16 +0000 2025,11,46,negativo
1884449864001487110,Yoyi Carbo,1097638233943486465,        por una nueva asamblea libre de ratas ineptas y vagas por un nuevo ecuador daniel noboa presidente ,Wed Jan 29 03:53:53 +0000 2025,2,1,negativo
1884449821924180093,Andres,1776669031749054466, una sola vuelta con daniel noboa presidente ,Wed Jan 29 03:53:43 +0000 2025,0,0,negativo
1884449748020572545,Andres,1776669031749054466, ing daniel noboa azin presidente constitucional del ecuador adn7 ,Wed Jan 29 03:53:25 +0000 2025,0,0,negativo
1884449087187214689,Sambonews TV Digital,1809284727142248451, maría corina machado agradeció al presidente de  daniel noboa por recibir al presidente electo de venezuela edmundo gonzález urrutia destacó el compromiso ecuatoriano con la democracia y respaldó la decisión de noboa de declarar al tren de aragua como grupo ,Wed Jan 29 03:50:48 +0000 2025,0,1,positivo
1884448533190709601,Andres,1776669031749054466, daniel noboa presidente en una sola vuelta  apoyo total  todo 7  raya todo 7  viva ecuador ,Wed Jan 29 03:48:36 +0000 2025,0,0,positivo
1884448390764712290,srradio,464111611,presidente daniel noboa azín se reúne en quito con el presidente de venezuela edmundo gonzález  ,Wed Jan 29 03:48:02 +0000 2025,0,0,neutral
1884448251849449883,Andres,1776669031749054466, daniel noboa presidente en una sola vuelta  apoyo total  todo 7  raya todo 7  viva ecuador ,Wed Jan 29 03:47:29 +0000 2025,0,0,positivo
1884448241149755457,No es de Dios!!,1504295576543842305,eso es tener presidente aprende  daniel noboa te  repudiamos,Wed Jan 29 03:47:26 +0000 2025,0,3,positivo
1884447940980203956,Andres,1776669031749054466, los socialistas que apoyan al dictador de masburro rechazaron un almuerzo a nuestros señor presidente daniel noboa azin estuvo presente el presidente electo democraticamente de venezuela,Wed Jan 29 03:46:15 +0000 2025,0,0,negativo
1884447181026816400,VariValencia,1734722793105707008,      ahí pame  para ser bruta no se estudia todo el pais sabe q clase de  gente son rc5 partiendo de ud sinverguenza cinica doble moral  daniel noboa presidente  en una sola vuelta,Wed Jan 29 03:43:13 +0000 2025,0,0,negativo
1884445685904494893,Tyna Vélez,1876286421599969280,   jajaja se le nota q hasta eso le arde y envidia q el presidente daniel noboa si tiene una primera dama que está a su lado y haciendo sus funciones a la par este rata criminal jamás tuvo eso en su década pues la mujer no quería q la vieran junto a esa escoria,Wed Jan 29 03:37:17 +0000 2025,0,5,negativo
1884444912046764435,Charlie🇪🇨,254276986, última hora el presidente de venezuela edmundo gonzález urrrutia recibe la orden nacional al mérito en el grado de gran collar en el palacio de carondelet en quito de la mano del presidente daniel noboa de ecuador  ,Wed Jan 29 03:34:12 +0000 2025,0,1,positivo
1884444356956049663,Cristina Justicia para mí hija,1847697061883359232,justicia ausente y complicidad del estado  el presidente daniel noboa y la fiscalía están confabulados para impedir la justicia y hacerme daño a mí y a mi hija sarita  hoy recibí una respuesta a mis múltiples llamados al presidente la carta fechada el,Wed Jan 29 03:32:00 +0000 2025,6,8,negativo
1884443361177743562,Ecuavisa Noticias,256747696, maría corina machado agradeció al primer mandatario daniel noboa por el recibimiento al presidente electo de  edmundo gonzález urrutia   ,Wed Jan 29 03:28:03 +0000 2025,17,67,positivo
1884443026027647354,Mari Vasquez,1828586457084137472,el presidente de ecuador daniel noboa anunció este martes que su gobierno ,Wed Jan 29 03:26:43 +0000 2025,0,1,negativo
1884442854472237442,VariValencia,1734722793105707008, q miedo tienen q pecados les asusta  sinvergüenzascinicos corruptos por eso mi voto es por daniel noboa presidente,Wed Jan 29 03:26:02 +0000 2025,0,0,negativo
1884442588134138038,Venezolana de Prensa,173284872,ecuador  edmundo gonzález se reunió con el presidente daniel noboa en el palacio de carondelet  video via ,Wed Jan 29 03:24:58 +0000 2025,0,0,negativo
1884442418684084649,MiltonEspinel ↙,714799705, bien presidente daniel noboa,Wed Jan 29 03:24:18 +0000 2025,0,1,positivo
1884439191318323406,PanAm Post Español,2228816504,venezuela   caracas 28 ene efe la líder venezolana maría corina machado agradeció al presidente de ecuador daniel noboa por el extraordinario recibimiento este martes a edmundo gonzález urrutia con lo que el país andino expresó ha demostrado su compromiso con la ,Wed Jan 29 03:11:29 +0000 2025,1,9,positivo
1884438462893371769,Jorge Patiño,975807962425036800, gracias por hacerle campaña a daniel noboa una sola vuelta noboa presidente ,Wed Jan 29 03:08:35 +0000 2025,0,0,negativo
1884437954946273471,Notimercio Ec,1736882635316547584,en su reunión con el presidente electo de venezuela edmundo gonzález daniel noboa declaró r al tren de aragua como grupo terrorist además ofreció 250 mil barriles diarios de petróleo a países que compran crudo venezolano      ,Wed Jan 29 03:06:34 +0000 2025,0,1,negativo
1884437873237147703,Movimiento Revolución Ciudadana Italia,1303463321690083331, y tú cosa serías del dictador daniel noboa que apoya al presidente de su país eeuu donald trump para tratar como esclavos sin derechos a nuestros compatriotas que llegaron a  ecuador deportados ,Wed Jan 29 03:06:14 +0000 2025,0,1,negativo
1884437707633426724,El Comercio,14333756,la asamblea tiene un mes para tramitar la iniciativa del presidente daniel noboa ,Wed Jan 29 03:05:35 +0000 2025,7,14,negativo
1884437271295709596,Cristhian Herrera Silva,1631719160437776384, urgente según la encuestadora xyz daniel noboa es el virtual presidente reelecto de la república por lo que el proceso electoral será mero trámite,Wed Jan 29 03:03:51 +0000 2025,0,0,negativo
1884436861017374835,fsGuayas,1547609063587868675, el nuevo ecuador así viajo daniel noboa aplaudir a su presidente donald trond para que miles de migrantes ecuatorianos salgan como delincuentes ahora estos medios digitales dicen que esto es normal por favor no votar por noboa,Wed Jan 29 03:02:13 +0000 2025,0,1,negativo
1884435306952159682,Danpon,1145765759089610752,daniel noboa presidente,Wed Jan 29 02:56:02 +0000 2025,0,0,positivo
1884434831083196430,Joss,1781468427699245056,todo lo que hagan digan publiquen los de la rc5 en contra de daniel noboa podrá cambiar el pensamiento de las personas de bien él será el presidente del ecuador en una sola vuelta no se necesita de artimañas para lograr lo que se quiere  adiós al correismo,Wed Jan 29 02:54:09 +0000 2025,0,0,positivo
1884432210335265106,Jéssica Portuguesa!,1464109577071439889, borregos ciegos desorientados  estan a tiempo  cambia el destino de tus hijos del futuro de la patria  daniel noboa és y será nuestro único presidente duela a quien le duela oyeron  bién  borregos ovejunos ciegos delincuentes y miserables      ,Wed Jan 29 02:43:44 +0000 2025,0,0,negativo
1884431814715904314,Enrique Coello Arce,1516952880267284480, maricón hgp llamas payaso al presidente daniel noboa prefiero ser payaso y no cachudo maricón que es por lo que te dejo tu mujer,Wed Jan 29 02:42:10 +0000 2025,0,0,negativo
1884430851246530892,Marcia Arevalo,1267501707069710343, yo deseo un presidente daniel noboa como hago vivo en cuenca,Wed Jan 29 02:38:20 +0000 2025,0,0,positivo
1884429749017055575,Sandro Patiño,1431657486575099907,segundo mensaje a los compañeros de la oposision chavista daniel noboa es un usurpador del poder presidencial el no es el presidente se equivocaron de opositor noboa es de izquierda,Wed Jan 29 02:33:57 +0000 2025,0,0,negativo
1884429113022091731,Navarrete Mona,308066890, daniel noboa presidente abajo los delincuentes acomplejados y quedados  viva el ecuador,Wed Jan 29 02:31:26 +0000 2025,0,0,negativo
1884428461529522588,Es Noticia,1597703412069666818,maría corina machado agradeció al presidente daniel noboa por recibimiento a edmundo gonzález ,Wed Jan 29 02:28:50 +0000 2025,0,0,positivo
1884427448852299947,Milenium Tvi,1242191856601042945,el gobiero del presidente daniel noboa oficializó hoy el traspaso de un terreno de 1300465 m² de inmobiliar al ministerio de cultura y patrimonio destinado a la construcción del nuevo edificio del museo nacional la nueva infraestructura estará ubicada en un terreno en la ,Wed Jan 29 02:24:49 +0000 2025,0,0,positivo
1884426888560390242,TSiHonduras,250834697, presidente de ecuador daniel noboa  ofrece 250 mil barriles de petróleo como alternativa a sanciones a venezuela  video cortesía ,Wed Jan 29 02:22:35 +0000 2025,0,0,negativo
1884426631860638011,Oromartv,250236331, noticias oromar  este martes 28 de enero el líder opositor de venezuela edmundo gonzález cumplió agenda en ecuador gran parte de su itinerario se centró en el palacio de carondelet donde se reunió con el presidente daniel noboa más noticias en  ,Wed Jan 29 02:21:34 +0000 2025,0,1,neutral
1884425134657691744,🎱,1712531575764566016, hola señor presidente de ecuador daniel roy gilchrist noboa azin necesito que me sane hoy por favor necesito más plasma alienígena dentro de mi cuerpo para que pueda sanar todos los daños que me han hecho dentro de mi cuerpo seres con apariencia de personas please,Wed Jan 29 02:15:37 +0000 2025,0,0,negativo
1884424669090005159,jerialvarez,46759264,  ustedes son o se hacen  daniel noboa presidente 20252029 una sola vuelta ,Wed Jan 29 02:13:46 +0000 2025,0,2,negativo
1884424202846933285,Exprésate Morona Santiago,457613347,política atención  noboa también ofreció hasta 250 000 barriles diarios de petróleo como alternativa para los países que actualmente adquieren crudo de  en caso de que se apliquen sanciones internacionales contra maduro  el presidente daniel noboa anunció ,Wed Jan 29 02:11:55 +0000 2025,0,0,negativo
1884423426737307791,La Patilla,124172948,maría corina machado agradeció al presidente daniel noboa por recibimiento a edmundo gonzález ,Wed Jan 29 02:08:50 +0000 2025,45,95,positivo
1884421694598574538,RADIO ELITE 99.7 FM,776636702, la líder opositora venezolana maría corina machado se dirigió al presidente daniel noboa estimado presidente noboa  desde venezuela le agradecemos por este extraordinario recibimiento al presidente electo edmundo gonzález    el pueblo de ecuador hoy ha ,Wed Jan 29 02:01:57 +0000 2025,1,1,positivo
1884421626378477768,Carmen Acosta14,746930439680471041,  muy buena decision sr presidente daniel noboa felicitationes por su gallardia y firmesa ante el usurpador nm todos los paises deben tomar estas classes de acciones para dejarle bien claro a ese asesino narco que nadie lo reconoce como el verdadero presidente de venzla ,Wed Jan 29 02:01:41 +0000 2025,0,0,positivo
1884420751589257464,Fernando Monge Alarcon,1207306043384049670, mirka y cuántos años tiene daniel noboa dé presidente del ecuador sólo té lo pregunto,Wed Jan 29 01:58:12 +0000 2025,0,0,positivo
1884419678061133953,Daniel,1182478226960068608, no te prestes para los circos del presidente noboa,Wed Jan 29 01:53:56 +0000 2025,0,0,negativo
1884419356576174091,El Carismático Fantasma del Espacio,75854378, idiota  qué pasa si mañana ecuador tiene desabastecimiento de diésel daniel noboa va a llamarlo a edmundo gonzález para negociar un acuerdo comercial  o debería llamarlo a maduro te caiga bien o te caiga mal   edmundo gonzález no es presidente de nada  estúpido,Wed Jan 29 01:52:40 +0000 2025,0,2,negativo
1884419054393581642,Edisson Santiago Guillen Noriega,1541573602541277185,  jajajaja  nadie cree eso  ya están perdidos  y todo lo que publiques son patadas de ahogado  daniel noboa presidente ,Wed Jan 29 01:51:28 +0000 2025,0,0,negativo
1884418723974447500,Fan De Nayib Bukele,1488332214165196805,el presidente de ecuador daniel noboa declarará al tren de aragua como grupo terrorista ya que es un grupo criminal traído de venezuela hecho por el chavismo para cometer aberraciones a nuestro países hispanos ,Wed Jan 29 01:50:09 +0000 2025,2,4,negativo
1884418055788171520,Betty Peñalver,4060327515,  muchísimas gracias presidente de ecuador daniel noboa desde venezuela los necesitamos para tener una venezuela libre y bendecida,Wed Jan 29 01:47:29 +0000 2025,0,0,positivo
